"報告年度:2024","議題:投資人溝通"
"公司代號","公司名稱","公司年度召開法說會次數(次)-公司年度召開法說會次數(次)","利害關係人或公司治理專區連結-利害關係人或公司治理專區連結"
"=""2449""","京元電子","9","https://www.kyec.com.tw/zh-tw/Csr/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA%E5%B0%88%E5%8D%80"
"=""2450""","神腦","4","https://www.senao.com.tw/pages/esg_stakeholder"
"=""2451""","創見","1","http://tw.transcend-info.com/about/stakeholders"
"=""2453""","凌群","1","https://www.syscom.com.tw/investor/It_StakeHolder.aspx"
"=""2454""","聯發科","4","https://corp.mediatek.tw/about/sustainability/overview/stakeholder-engagement"
"=""2455""","全新","12","http://www.vpec.com.tw/vpec/homeweb/about.php?menu1=M100004&menu2=M200013&menu3=M300044&level=3"
"=""2457""","飛宏","2","www.phihongtech.com"
"=""2458""","義隆","4","https://www.emc.com.tw/emc/tw/csr#stakeholder"
"=""2459""","敦吉","1","http://www.audix.com.tw/_tw/01_audix/04_contactus2.aspx"
"=""2460""","建通","1","https://www.gem.com.tw/csr-stakeholder"
"=""2461""","光群雷","1","www.klasergroup.com"
"=""2462""","良得電","2","http://www.linetek.com.tw/#/"
"=""2464""","盟立","1","https://www.mirle.com.tw/about/11/"
"=""2466""","冠西電","1","https://www.cosmo-inc.com/tw/about/index.aspx?root=6"
"=""2467""","志聖","4","https://www.csun.com.tw/investor-relations/%e5%88%a9%e5%ae%b3%e9%97%9c%e4%bf%82%e4%ba%ba/"
"=""2468""","華經","1","https://fis.com.tw/finance/stake/investor/"
"=""2471""","資通","2","https://www.ares.com.tw/stakeholder/"
"=""2472""","立隆電","2","www.lelon.com.tw"
"=""2474""","可成","45","https://www.catcher-group.com/tw/company_contact.aspx"
"=""2476""","鉅祥","1","www.gs.com.tw"
"=""2477""","美隆電","1","http://www.meiloon.com.tw/tw/contact/index.php"
"=""2478""","大毅","1","https://www.tai.com.tw/zh-Hant/esg1_3"
"=""2480""","敦陽科","4","https://www.sti.com.tw/web/official/interested-party"
"=""2481""","強茂","3","https://www.panjit.com.tw/tw/Esg/stakeholder"
"=""2482""","連宇","1","https://drive.google.com/file/d/12Xa3TzoJdt-K0Mua4OR0Ry_VG-SPq0nR/view"
"=""2483""","百容","2","http://www.ece.com.tw/zh/about-detail.php?id=5"
"=""2484""","希華","1","https://www.siward.com/tw/csr/stakeholders-area"
"=""2485""","兆赫","1","http://www.zinwell.com.tw/investors_ch/investor_contact.html"
"=""2486""","一詮","2","http://www.i-chiun.com.tw/_ch/01_about/01_detail.php?ID=13"
"=""2488""","漢平","1","http://www.hanpin.com.tw/C_6_Investors_06.html"
"=""2489""","瑞軒","1","www.amtran.com.tw"
"=""2491""","吉祥全","1","www.focl.com.tw"
"=""2492""","華新科","3","http://www.passivecomponent.com/findex.asp"
"=""2493""","揚博","1","http://www.ampoc.com.tw/Investor/Interested"
"=""2495""","普安","1","https://www.infortrend.com/tw/About/concern"
"=""2496""","卓越","1","https://www.chenliedu2496.com/tw/公司治理/公司治理-利害關係人"
"=""2497""","怡利電","3","HTTP://www.e-lead.com.tw"
"=""2498""","宏達電","6","http://www.htc.com/tw/csr/stakeholders/stakeholder-engagement/"
"=""2501""","國建","2","http://cathayred-csr.com/pro-43/利害關係人專區"
"=""2504""","國產","4","http://www.gdc.com.tw/investor.aspx"
"=""2505""","國揚","1","http://www.kycc.com.tw/tw/index.php"
"=""2506""","太設","1","www.pacific-group.com.tw"
"=""2509""","全坤建","1","www.gtg.com.tw/cn/invest/service5.asp"
"=""2511""","太子","2","https://www.prince.com.tw"
"=""2514""","龍邦","1","http://www.longbon.com.tw"
"=""2515""","中工","1","www.bes.com.tw"
"=""2516""","新建","1","http://www.newasia.com.tw/stakeholders"
"=""2520""","冠德","2","http://www.kindom.com.tw/index.php?target=investor-relations.php"
"=""2524""","京城","1","http://www.kingtown.com.tw/06.php?A_1=%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA"
"=""2527""","宏璟","1","https://mis281.wixsite.com/asehcc/interests"
"=""2528""","皇普","2","http://crowell.com.tw/relationship.php?MT_id=site2017121815325784"
"=""2530""","華建","1","https://www.delpha.com.tw/stakeholders"
"=""2534""","宏盛","1","http://www.hsc.com.tw"
"=""2535""","達欣工","2","http://www.dacin.com.tw/investors/stakeholder.php"
"=""2536""","宏普","1","https://www.hong-pu.com.tw/tw/corporate/list/利害關係人"
"=""2537""","聯上發","1","https://www.5v.com.tw/investor_4.php"
"=""2538""","基泰","1","www.keetai.com.tw"
"=""2539""","櫻花建","1","https://www.sakurad.com.tw/web/InterestList.aspx"
"=""2540""","愛山林","1","https://www.isanlin.com/retailer"
"=""2542""","興富發","1","https://www.highwealth.com.tw/stakeholder.php"
"=""2543""","皇昌","1","www.hcgc.com.tw"
"=""2545""","皇翔","1","www.hhe.com.tw"
"=""2546""","根基","2","https://www.kedge.com.tw/investor/"
"=""2547""","日勝生","2","http://www.radium.com.tw"
"=""2548""","華固","4","https://www.huaku.com.tw/governanceDetail?id=0jNY70s1hKSSBfJA"
"=""2597""","潤弘","2","https://www.rtc.com.tw"
"=""2601""","益航","1","http://www.firsteam.com.tw/investors_info.html"
"=""2603""","長榮","2","https://csr.evergreen-marine.com/"
"=""2605""","新興","4","www.snc.com.tw/利害關係人"
"=""2606""","裕民","4","http://www.uming.com.tw/investor_relations"
"=""2607""","榮運","2","https://www.evergreen-eitc.com.tw/eitchtdocs/zh/E02-1-Intro.html"
"=""2608""","嘉里大榮","2","https://www.kerrytj.com/zh/menu/sub/44"
"=""2609""","陽明","4","https://esg.yangming.com/esg/stakeholder/1/"
"=""2610""","華航","2","https://www.china-airlines.com/tw/zh/about-us/stakeholder"
"=""2611""","志信","2","www.tsgroup.com.tw"
"=""2612""","中航","4","http://www.cmt.tw"
"=""2613""","中櫃","2","http://www.cctcorp.com.tw"
"=""2614""","東森","1","https://www.emic.com.tw/contact.php"
"=""2615""","萬海","2","https://tw.wanhai.com/views/contactus/Contactus_invest.xhtml?file_num=75322&parent_id=65578&top_file"
"=""2616""","山隆","1","www.slc.com.tw"
"=""2617""","台航","1","http://www.taiwanline.com.tw/"
"=""2618""","長榮航","2","https://www.evaair.com/zh-tw/about-eva-air/stakeholder-interest/"
"=""2630""","亞航","1","http://www.airasia.com.tw/index.php?option=module&lang=cht&task=showlist&id=456&index=6"
"=""2633""","台灣高鐵","4","https://corp.thsrc.com.tw/corp/aacb78a4-9b1b-4452-a8d9-e4f07cc9519e"
"=""2634""","漢翔","4","http://www.aidc.com.tw/tw/cse/stakeholder"
"=""2636""","台驊控股","4","https://www.t3ex-group.com"
"=""2637""","慧洋-KY","5","http://www.wisdomlines.com.tw/esg"
"=""2642""","宅配通","2","https://www.e-can.com.tw/aboutUs_contact.aspx"
"=""2645""","長榮航太","2","https://www.egat.com.tw/zh-hant/corporate-social-responsibility/stakeholders-and-issue-management/"
"=""2646""","星宇航空","9","https://www.starlux-airlines.com/zh-TW/about-us/stakeholder-dialogue"
"=""2701""","萬企","1","www.wanhwa.com.tw"
"=""2702""","華園","1","www.hotelhg.com.tw"
"=""2704""","國賓","1","http://investor.ambassador-hotels.com/stakeholder.htm"
"=""2705""","六福","2","https://www.leofoo.com.tw/zh-TW/?Psn=10404"
"=""2706""","第一店","1","http://twfirsthotel.com.tw/relation.html"
"=""2707""","晶華","3","https://esg.silkshotelgroup.com/stakeholder/communication"
"=""2712""","遠雄來","1","https://www.farglory-hotel.com.tw/investors/stakeholder/"
"=""2722""","夏都","4","www.chateau-hotels.com.tw/sustainability/index.php?index_id=30"
"=""2723""","美食-KY","4","http://www.85cafe.com"
"=""2727""","王品","2","https://www.wowprime.com/zh-tw/investor"
"=""2731""","雄獅","1","http://www.liontravel.com/info/investors/"
"=""2739""","寒舍","1","http://www.mhh-group.com/csr.aspx"
"=""2748""","雲品","2","https://www.fdc-i.com/stakeholders/overview/"
"=""2753""","八方雲集","2","https://www.8way.com.tw/ESG/0901"
"=""2762""","世界健身-KY","6","https://investor.worldgymtaiwan.com/stakeholders"
"=""2801""","彰銀","4","https://www.bankchb.com/frontend/mashup.jsp?funcId=bbff2f5c15"
"=""2812""","台中銀","4","https://www.tcbbank.com.tw/Intro/B_22.html"
"=""2816""","旺旺保","1","https://www.wwunion.com/?p=15901"
"=""2820""","華票","2","http://www.cbf.com.tw/ct.asp?xItem=14418&CtNode=639&mp=1"
"=""2832""","台產","2","https://www.tfmi.com.tw/investor_CG.aspx"
"=""2834""","臺企銀","4","https://ir.tbb.com.tw/stakeholders/procedures-for-the-analysis-of-material-issues"
"=""2836""","高雄銀","4","www.bok.com.tw/"
"=""2838""","聯邦銀","2","www.ubot.com.tw/interestrelationship"
"=""2845""","遠東銀","4","https://www.feib.com.tw/detail?id=396"
"=""2849""","安泰銀","1","https://www.entiebank.com.tw/entie/0.1.5.3"
"=""2850""","新產","2","http://www.skinsurance.com.tw/SKI/NewsShow.aspx?uID=82"
"=""2851""","中再保","4","https://www.centralre.com/content/information/information07.htm"
"=""2852""","第一保","1","https://www.firstins.com.tw/about/stakeholder/stakeholder-index"
"=""2855""","統一證","4","https://www.pscnet.com.tw/pscnetAbout/stakeholderArea.do"
"=""2867""","三商壽","2","http://www.mli.com.tw/MLI_Public/AboutUsDefault2.aspx?tid=Nav02&mid=40224"
"=""2880""","華南金","4","https://www.hnfhc.com.tw/HNFHC/csr/a.do?id=3b65bd63080000007efe&parent_menu=1"
"=""2881""","富邦金","4","https://www.fubon.com/financialholdings/citizenship/stakeholders/stakeholders_way.html"
"=""2882""","國泰金","8","https://www.cathayholdings.com/holdings/governance/stakeholder"
"=""2883""","凱基金","4","https://www.kgi.com/zh-tw/esg/governance"
"=""2884""","玉山金","8","https://www.esunfhc.com"
"=""2885""","元大金","8","https://www.yuanta.com/TW/ESG/Stakeholder-Engagement/Contacts"
"=""2886""","兆豐金","4","http://www.megaholdings.com.tw/tc/StakeArea.aspx"
"=""2887""","台新金","10","https://www.tsholdings.com.tw/tsh/responsibility/stakeholder/interaction/"
"=""2889""","國票金","4","www.ibf.com.tw"
"=""2890""","永豐金","4","https://www.sinopac.com/stakeholders/20170210145654630000000000000426.html"
"=""2891""","中信金","11","https://www.ctbcholding.com/content/twhoo/zh_tw/stakeholder.html"
"=""2892""","第一金","4","https://www.firstholding.com.tw/sites/firstholding/contact"
"=""2897""","王道銀行","4","https://www.o-bank.com/about/govern/stakeholder"
"=""2901""","欣欣","1","http://www.shinshinltd.com.tw/#/contact"
"=""2903""","遠百","1","https://esg.feds.com.tw/"
"=""2904""","匯僑","1","http://www.poc.com.tw/tw/manpower/stakeholder.aspx"
"=""2905""","三商","1","http://www.mercuries.com.tw"
"=""2906""","高林","2","http://www.collins.com.tw/web/responsibility/responsibility.jsp?dm_no=DM1668509119660&cp_no=CP150528"
"=""2908""","特力","1","http://www.testritegroup.com/GWS/zh_TW/"
"=""2910""","統領","1","http://www.tonlin.com.tw/CSR/CSR?id=33&name=利害關係人專區"
"=""2911""","麗嬰房","1","http://www.enphants.com/c/stakeholder.php"
"=""2912""","統一超","8","http://www.7-11.com.tw/communication.asp"
"=""2913""","農林","2","http://www.ttch.com.tw/stakeholder/stakeholder"
"=""2915""","潤泰全","2","www.ruentex.com.tw/financial/Financial_cn.htm"
"=""2923""","鼎固-KY","1","https://www.sinohorizon.tw/governance/stakeholders"
"=""2929""","淘帝-KY","1","http://topbi.com.tw/?page_id=31"
"=""2939""","永邑-KY","1","www.vitafoss.com"
"=""2945""","三商家購","4","https://www.simplemartretail.com/"
"=""3002""","歐格","1","https://www.ahoku.com.tw/zh-TW/page/-/Social-Responsibility_Stakeholders.html"
"=""3003""","健和興","1","www.ksterminals.com.tw"
"=""3004""","豐達科","1","https://www.nafco.com.tw/society-tw/stakeholders-tw/"
"=""3005""","神基","6","https://tw.getacgroup.com/sustainability/index.php?index_id=77"
"=""3006""","晶豪科","2","https://www.esmt.com.tw/zh-tw/CSR/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA"
"=""3008""","大立光","4","http://www.largan.com.tw/html/about/governance.php"
"=""3010""","華立","7","https://esg.wahlee.com/strategy.html"
"=""3011""","今皓","1","http://www.jh.com.tw/stakeholder.php"
"=""3013""","晟銘電","1","http://www.uneec.com/tw/stakeholder"
"=""3014""","聯陽","4","https://www.ite.com.tw/tw/esg/Sustainable-Development/Stakeholder"
"=""3015""","全漢","4","https://www.fsp-group.com/tw/StakeholderEngagement.html"
"=""3016""","嘉晶","1","https://www.epi.episil.com/Default/corporate_CRS/stakeholder"
"=""3017""","奇鋐","16","https://www.avc.co/zh-tw/CorporateResponsibility/Stakeholders"
"=""3018""","隆銘綠能","1","www.lmgte.com.tw"
"=""3019""","亞光","2","http://www.asia-optical.com/sub_level.php?ls=228"
"=""3021""","鴻名","2","http://www.welltend.com.tw/"
"=""3022""","威強電","3","https://www.ieiworld.com/tw/about/con_show.php?op=showone&cid=17"
"=""3023""","信邦","1","https://www.sinbon.com/tw/esg/stakeholders"
"=""3024""","憶聲","1","www.action.com.tw"
"=""3025""","星通","1","https://www.looptelecom.com/tw/ir/stake"
"=""3026""","禾伸堂","4","http://www.holystone.com.tw/duty.do?ccId=7"
"=""3027""","盛達","4","http://www.billion.com/index.aspx?lang=TW"
"=""3028""","增你強","1","https://www.zenitron.com.tw/tw/investor-relations/stakeholder"
"=""3029""","零壹","2","WWW.ZERONE.COM.TW"
"=""3030""","德律","2","http://www.tri.com.tw/tw/investor/investor.html"
"=""3031""","佰鴻","1","www.brtled.com/web/investor/investor_8.jsp?no=7"
"=""3032""","偉訓","1","http://www.hec-group.com.tw/index.php?id=170&L=1"
"=""3033""","威健","2","https://www.weikeng.com.tw/content.php?no=69"
"=""3034""","聯詠","4","https://www.novatek.com.tw/zh-TW/Html/stakeholder"
"=""3035""","智原","4","https://www.faraday-tech.com/tw/content/CSR/StakeholderEngagement"
"=""3036""","文曄","12","http://www.wtmec.com/WT/?page_id=2024"
"=""3037""","欣興","2","www.unimicron.com"
"=""3038""","全台","2","https://www.edtc.com/edtcweb/corporate-governance/stakeholders/"
"=""3040""","遠見","1","http://www.gv.com.tw/relation.php"
"=""3041""","揚智","1","https://www.alitech.com/index.php/tw/企業社會責任/利害關係人溝通"
"=""3042""","晶技","5","https://esg.txccorp.com/esg/31_1/189/"
"=""3043""","科風","1","market@upspowercom.com.tw"
"=""3044""","健鼎","7","https://www.tripod-tech.com/article/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA-62303312aa27f"
"=""3045""","台灣大","11","http://corp.taiwanmobile.com/social-responsibility/stakeholder-0.html"
"=""3046""","建碁","2","https://www.aopen.com/TW_ch/about/investors/stakeholder"
"=""3047""","訊舟","1","www.edimax.com/edimax/post/post/data/edimax/tw/stakeholder/"
"=""3048""","益登","1","https://www.edomtech.com/tw/inverstor/"
"=""3049""","精金","1","https://www.hannstouch.com/tw"
"=""3050""","鈺德","1","http://www.utechmedia.com.tw/content/d/d3-2.asp"
"=""3051""","力特","1","http://www. optimax.com.tw"
"=""3052""","夆典","1","https://www.apexgrp.com.tw/web/bbs/board.php?bo_table=stakeholder&wr_id=1"
"=""3054""","立萬利","2","https://www.liwanli.com.tw/tw/shareholders/"
"=""3055""","蔚華科","2","https://www.spirox.com.tw/tw/investor/investor_front_index/"
"=""3056""","富華新","1","https://www.fuhua-inno.com.tw/investors/stakeholder"
"=""3057""","喬鼎","1","https://www.promise.com/tw/Stakeholder"
"=""3058""","立德","1","http://www.lei.com.tw/tw/relations/index.aspx"
"=""3059""","華晶科","1","https://www.altek.com.tw/zh_TW/finance/node/1540543932001"
"=""3060""","銘異","1","https://www.minaik.com.tw/zh-tw/csr/stakeholder"
"=""3062""","建漢","1","https://www.cybertan.com.tw/public/tw/about-06"
"=""3090""","日電貿","2","https://www.ndb.com.tw/利害關係人專區/"
"=""3092""","鴻碩","1","http://www.hotron-ind.com/"
"=""3094""","聯傑","1","http://tw.davicom.com.tw/page1.aspx?no=280160"
"=""3130""","一零四","4","https://corp.104.com.tw/zh/sustainability/stakeholders/"
"=""3138""","耀登","2","www.auden.com.tw"
"=""3149""","正達","1","http://www.gtoc.com.tw/webc/html/csr/03.aspx?nav=2"
"=""3150""","鈺寶-創","1","https://www.syncomm.com.tw/tw/esg"
"=""3164""","景岳","1","www.genmont.com.tw"
"=""3167""","大量","2","https://www.taliang.com/investor/61"
"=""3168""","眾福科","1","https://www.dataimage.com.tw/tw/stakeholder"
"=""3189""","景碩","11","www.kinsus.com.tw"
"=""3209""","全科","2","https://www.alltek.com/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA/"
"=""3229""","晟鈦","2","https://www.cheer-time.com.tw/index.php?view=news&g=18"
"=""3231""","緯創","16","https://esg.wistron.com/ch/stakeholders/communication"
"=""3257""","虹冠電","1","https://www.championmicro.com.tw/investors/Category/12"
"=""3266""","昇陽","2","https://www.sunty.com.tw/suntyESG/stakeholder.html"
"=""3296""","勝德","1","https://www.power-tech.com.tw/aboutUs/evaluation"
"=""3305""","昇貿","1","http://www.shenmao.com"
"=""3308""","聯德","1","www.bestec.com.tw"
"=""3311""","閎暉","1","https://www.silitech.com/CH/contactus.aspx"
"=""3312""","弘憶股","2","http://www.gmitec.com/stakeholder"
"=""3321""","同泰","1","https://www.uniflex.com.tw"
"=""3338""","泰碩","1","https://www.taisol.com/esg/stakeholder-relation"
"=""3346""","麗清","2","http://www.lastertech.com/?lang=1&TTo=zh-tw"
"=""3356""","奇偶","1","https://www.geovision.com.tw/TW/7_7.asp"
"=""3376""","新日興","12","https://www.szs-group.com/page/stakeholder-communication?"
"=""3380""","明泰","2","https://www.alphanetworks.com/csr/1580fca6668612ae"
"=""3406""","玉晶光","1","https://www.gseo.com/tw/investor-relations"
"=""3413""","京鼎","6","http://www.foxsemicon.com.tw/"
"=""3416""","融程電","3","www.winmate.com.tw"
"=""3419""","譁裕","1","https://www.whayu.com/tw/html/page/page.php?cid=21&cid2=125&unid=1"
"=""3432""","台端","1","http://www.taitwun.com.tw/stakeholders_tw.asp?LangeType="
"=""3437""","榮創","1","https://www.aot.com.tw/sustainable-operations/"
"=""3443""","創意","2","http://www.guc-asic.com/10-0.php"
"=""3447""","展達","1","www.xavi.com.tw"
"=""3450""","聯鈞","1","http://www.elaser.com.tw"
"=""3481""","群創","11","http://www.innolux.com"
"=""3494""","誠研","1","www.hiti.com/tw/Info/stakeholder.aspx"
"=""3501""","維熹","1","www.wellshin.com.tw/chinese/ParticipantZone.asp"
"=""3504""","揚明光","2","http://www.youngoptics.com/chinese/%e5%88%a9%e5%ae%b3%e9%97%9c%e4%bf%82%e4%ba%ba/"
"=""3515""","華擎","4","http://www.asrock.com/general/about.tw.asp?cat=Stakeholder"
"=""3518""","柏騰","2","http://www.pttech.com.tw/stakeholders/"
"=""3528""","安馳","1","https://www.macnica.com/apac/anstek/zh_tw/investors/stake-holders/employee-relations/"
"=""3530""","晶相光","2","www.soinc.com.tw"
"=""3532""","台勝科","2","www.fstech.com.tw/interestedparty/index.html"
"=""3533""","嘉澤","14","https://www.lotes.cc/zh-tw/investor.php?act=stakes"
"=""3535""","晶彩科","2","www.favite.com"
"=""3543""","州巧","1","http://www.jochu.com/Stakeholder.html"
"=""3545""","敦泰","4","http://www.focaltech-electronics.com"
"=""3550""","聯穎","1","https://www.copartner.com.tw/tw/stakeholder"
"=""3557""","嘉威","1","www.jiaweils.com"
"=""3563""","牧德","1","www.machvision.com.tw"
"=""3576""","聯合再生","4","http://www.urecorp.com"
"=""3583""","辛耘","6","www.scientech.com.tw/zh-hant/pages/%E6%8A%95%E8%B3%87%E4%BA%BA%E5%8F%8A%E5%88%A9%E5%AE%B3%E9"
"=""3588""","通嘉","1","www.leadtrend.com.tw"
"=""3591""","艾笛森","5","https://www.edison-opto.com/stakeholders_tw_1.php"
"=""3592""","瑞鼎","4","https://esg.rad-ic.com/esg/link/stakeholder-engagement/"
"=""3593""","力銘","1","https://www.logah.com/corporate-social-responsibility/interested-parties/"
"=""3596""","智易","5","https://csr.arcadyan.com/zh-hant/sustainability-development/stakeholder-engagement/"
"=""3605""","宏致","2","www.acesconn.com"
"=""3607""","谷崧","1","www.coxongroup.com/?page_id=1764"
"=""3617""","碩天","3","https://www.cyberpower.com/tw/zh/investor/stakeholder"
"=""3622""","洋華","2","http://www.yfo.com.tw/index.php?option=com_content&task=view&id=88&Itemid=97"
"=""3645""","達邁","1","https://www.taimide.com.tw/zh/article-835818"
"=""3652""","精聯","1","http://tw.ute.com/investor-relationship.php?rbu=2"
"=""3653""","健策","1","https://www.jentech.com.tw/zh/%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB"
"=""3661""","世芯-KY","4","www.alchip.com"
"=""3665""","貿聯-KY","23","https://www.bizlinktech.com/zh-tw/stakeholder-engagement"
"=""3669""","圓展","2","tw.aver.com/page/IR-Contacts"
"=""3673""","TPK-KY","2","http://www.tpk.com"
"=""3679""","新至陞","1","https://www.nishoku.com.tw/zh-TW/Investor/Relationship"
"=""3686""","達能","1","http://www.danentech.com/investor_cir.aspx"
"=""3694""","海華","1","http://www.azurewave.com/shareholder-service.html"
"=""3701""","大眾控","1","https://www.ficg.com.tw/investor-service/"
"=""3702""","大聯大","7","http://www.wpgholdings.com/stakeholder/index/zhtw"
"=""3703""","欣陸","4","https://www.continental-holdings.com/zh/csr"
"=""3704""","合勤控","1","http://www.zyxelgroup.com/stakeholder.php"
"=""3705""","永信","2","www.yungshingroup.com/category/main.aspx?r=5"
"=""3706""","神達","2","https://www.mitac.com/zh-TW/stakeholders/index"
"=""3708""","上緯投控","3","https://www.swancor.com/tw/csr/stakeholder/3"
"=""3711""","日月光投控","17","https://www.aseglobal.com/ch/csr/stakeholder-engagement/"
"=""3712""","永崴投控","4","https://www.fit-holding.com/communicate/"
"=""3714""","富采","4","https://www.ennostar.com/contact"
"=""3715""","定穎投控","5","https://www.dynaholding.com"
"=""3716""","中化控股","1","https://www.cenra.com/tw/esg/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA"
"=""4104""","佳醫","4","https://reurl.cc/XmmZgD"
"=""4106""","雃博","2","https://tw.wellell.com/zh-tw/esg-area/materiality"
"=""4108""","懷特","1","https://www.phytohealth.com.tw/tw/stakeholders/detail"
"=""4119""","旭富","1","http://www.sci-pharmtech.com.tw/csr/cmp.html"
"=""4133""","亞諾法","2","https://www.abnova.com/zh-tw/html/milestone"
"=""4137""","麗豐-KY","4","http://www.chlitinaholding.com/"
"=""4142""","國光生","1","http://www.adimmune.com.tw/investors.php?catID=11"
"=""4148""","全宇生技-KY","1","www.allcosmos.com"
"=""4155""","訊映","1","無"
"=""4164""","承業醫","2","www.chcg.com/stakeholders-interaction-operation/"
"=""4190""","佐登-KY","1","https://www.jourdeness.com"
"=""4306""","炎洲","2","http://www.ycgroup.tw/contact.php"
"=""4414""","如興","1","http://www.roohsing.com.tw/zh-tw/shareholder_interested_parties.php"
"=""4426""","利勤","1","http://www.li-cheng.com.tw"
"=""4438""","廣越","1","http://www.qve.com.tw/investor/governanceStakeholder/Default.aspx"
"=""4439""","冠星-KY","1","https://www.tstco.com.hk/Channel_for_Communication_with_Stakeholders_and_Their_Operation_Status.html"
"=""4440""","宜新實業","1","http://www.yishin-textile.com.tw"
"=""4526""","東台","1","http://www.tongtai.com.tw/tw/stakeholder.php"
"=""4532""","瑞智","1","https://www.rechi.com/Stakeholder/connection"
"=""4536""","拓凱","4","http://www.topkey.com.tw/www/_chinese/10_responsibility/01_detail.php?pid=6"
"=""4540""","全球傳動","2","www.tbimotion.com.tw"
"=""4545""","銘鈺","1","https://www.mapi.com.tw"
"=""4551""","智伸科","7","http://www.global.com.tw"
"=""4552""","力達-KY","1","www.lidaholdings.com"
"=""4555""","氣立","1","https://www.chelic.com/"
"=""4557""","永新-KY","1","www.yusin.com"
"=""4560""","強信-KY","1","https://www.strongh.tw/view/investor/Investor-5.jsp"
"=""4562""","穎漢","1","http://www.ylm.com.tw"
"=""4564""","元翎","2","https://www.twmosa.com/tw/stakeholders-page239"
"=""4566""","時碩工業","6","https://www.globaltekww.com"
"=""4569""","六方科-KY","2","https://sixxontech.com/zh-hant/投資人關係/"
"=""4571""","鈞興-KY","8","http://www.khgears.com/ft/lihai.php"
"=""4572""","駐龍","1","http://www.drewloong.com.tw/?p=273"
"=""4576""","大銀微系統","2","http://www.hiwinmikro.tw"
"=""4581""","光隆精密-KY","2","https://www.wkgroup.com/tw/csr/stakeholders"
"=""4583""","台灣精銳","2","https://www.apexdyna.com"
"=""4588""","玖鼎電力","1","www.archmeter.com"
"=""4720""","德淵","2","http://www.texyear.com/zh-tw/corporate_stakeholder.php"
"=""4722""","國精化","2","www.qualipoly.com.tw"
"=""4736""","泰博","1","http://www.taidoc.com.tw/taidoc-stakeholder.html"
"=""4737""","華廣","1","https://tw.bionime.com/download/download2.html#section-investor9"
"=""4739""","康普","2","http://www.coremaxcorp.com/zh-tw/stakeholders"
"=""4746""","台耀","4","www.formosalab.com/tw/sustainability-149-227"
"=""4755""","三福化","1","https://www.sfchem.com.tw/zh-hant/page/Stakeholder%20Contact%20Information"
"=""4763""","材料-KY","5","www.acetekgroup.com"
"=""4764""","雙鍵","1","https://www.dbc.com.tw/tw/invest.php"
"=""4766""","南寶","6","https://www.nanpao.com.tw/csr-show.aspx?id=48"
"=""4770""","上品","8","https://www.alliedsupreme.com/tw/csr-22"
"=""4771""","望隼","6","https://www.vizionfocus.com/stackholder.html"
"=""4807""","日成-KY","2","http://www.regaljewelrygroup.com/TW/InterestedParties/ugC_InterestedParties.asp"
"=""4904""","遠傳","11","https://corporate.fetnet.net/content/corp/tw/CSR/Stakeholder/Stakeholder.html"
"=""4906""","正文","1","https://www.gemteks.com/ir/contact"
"=""4912""","聯德控股-KY","1","http://www.lemtech.com/investor-relations-category/stakeholder-engagement"
"=""4915""","致伸","11","https://www.primax.com.tw/investors/company-overview"
"=""4916""","事欣科","1","https://www.parpro.com.tw/ir_-stakeholder_column/#ir7"
"=""4919""","新唐","4","www.nuvoton.com"
"=""4927""","泰鼎-KY","4","https://www.apex-intl.com.tw/esg/stakeholder-engagement"
"=""4930""","燦星網","2","https://www.starcomgistic.com/Web/CR/Stakeholder.aspx"
"=""4934""","太極","1","http//www.tainergy.com"
"=""4935""","茂林-KY","2","https://www.glthome.com.tw/responsibility-59"
"=""4938""","和碩","13","http://www.pegatroncorp.com/csr/view/id/5/lang/zh_TW"
"=""4942""","嘉彰","1","http://www.chiachang.com/ChiaGroup/profile_5d.aspx"
"=""4943""","康控-KY","1","http://www.concraft.com.tw/traditional_chinese/about_us_stakeholder_engagement.html"
"=""4949""","有成精密","1","http://www.wwpt.com.tw/"
"=""4952""","凌通","1","http://www.generalplus.com/stakeholder_appl.php"
"=""4956""","光鋐","1","https://www.epileds.com.tw/stakeholder_contact.aspx"
"=""4958""","臻鼎-KY","26","www.zdtco.com/tw/investor"
"=""4960""","誠美材","4","http://www.cmmt.com.tw/stakeholder.php?lang=zh"
"=""4961""","天鈺","60","https://www.fitipower.com/stakeholder/communication"
"=""4967""","十銓","2","www.teamgroupinc.com/tw/investors/csr/stakeholder/"
"=""4968""","立積","6","https://www.richwave.com.tw/zh/page.aspx?Id=25"
"=""4976""","佳凌","1","https://www.calin.com.tw/tw/stakeholder"
"=""4977""","眾達-KY","1","www.pcltech.com/cht/01-5.htm"
"=""4989""","榮科","1","https://lcyt.lcycic.com/zh/investors"
"=""4994""","傳奇","2","http://www.x-legend.tw/03financials/financials_18.php"
